,melid,trackid,compid,recordid,performer,title,titleaddon,solopart,instrument,style,avgtempo,tempoclass,rhythmfeel,key,signature,chord_changes,chorus_count
256,257,222,200,114,Kenny Garrett,Brother Hubbard,,2,as,FUSION,143.2,MEDIUM UP,FUNK,D-min,4/4,"A1: ||D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |Abj7   |G-7   |Abj7   |E7 A7 |D-7911   |G-7   |D-7911   |G-7   ||
A2: ||D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |Abj7   |G-7   |Abj7   |E7 A7 |D-7911   |G-7   |D-7911   |G-7   ||
B1: ||G-7 A-7 |D-7   |G-7 A-7 |D-7   |G-7 A-7 |D-7   |G-7   |A7 Bbj7 |Bbj7   |A7911#   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   ||",2
257,258,223,201,115,Kenny Wheeler,Double Vision,,1,tp,POSTBOP,155.1,MEDIUM UP,LATIN/FUNK,D#-maj,4/4,A1: ||D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   ||,1
258,259,224,202,116,Kenny Wheeler,Pass It On,,1,tp,FUSION,105.7,MEDIUM SLOW,FUNK,C-min,4/4,"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||",2
259,260,225,203,116,Kenny Wheeler,Slipped again,,1,tp,POSTBOP,130.1,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||,3
260,261,207,185,108,Kid Ory,Got No Blues,,1,tb,TRADITIONAL,144.7,MEDIUM UP,TWOBEAT,F-maj,4/4,"A1: ||Eb C7 |F7 Bb7 |Eb C7 |F7 Bb7 |Eb   |Eb C7 |F7   |Bb7   ||
B1: ||Eb C7 |F7 Bb7 |C- B-Bb|A D7 |Eb C7 |F7 Bb7 |Eb   |Eb   ||
I1: ||Eb   ||",1
261,262,226,204,108,Kid Ory,Gut Bucket Blues,,1,tb,TRADITIONAL,149.8,MEDIUM UP,TWOBEAT,C-maj,4/4,A1: ||C   |F   |C   |C   |F   |F   |C   |C   |G7   |F   |C   |C   ||,1
262,263,210,188,108,Kid Ory,Muskrat Ramble,,1,tb,TRADITIONAL,184.0,UP,TWOBEAT,Ab-maj,4/4,A1: ||Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab   |F7   |Bb-   |Bb7 Eb7 |Ab   ||,1
263,264,227,205,108,Kid Ory,Savoy Blues,,1,tb,TRADITIONAL,129.6,MEDIUM,TWOBEAT,G-maj,4/4,"A1: ||G7   |C7 C#o |G7/D   |G7/D   |C7   |C7   |G7   |G7   |D7   |D7   |G7   |G7   ||
I1: ||G7   ||",1
264,265,228,206,108,Kid Ory,Who's it,,1,tb,TRADITIONAL,211.6,UP,TWOBEAT,C-maj,4/4,"A1: ||C   |A7   |D7   |D7   |G7   |G7   |C   |G7   |C   |C   |G   |G   |A-   |D7   |G7   |G7   ||
B1: ||C   |A7   |D7   |D7   |D-6   |E7   |A-   |C7   |F   |F   |C   |A7   |D-7   |G7   |C   |C   |C   |C   ||",1
265,266,229,207,117,Lee Konitz,All the Things You Are,,1,as,COOL,192.5,UP,SWING,Ab-maj,4/4,"A1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |G7   |Cj7   |Cj7   ||
A2: ||C-7   |F-7   |Bb7   |Ebj7   |Abj7   |D7   |Gj7   |Gj7   ||
B1: ||A-7   |D7   |Gj7   |Gj7   |F#-7   |B7   |Ej7   |C+7   ||
C1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |Db-7   |C-7   |Bo7   |Bb-7   |Eb7   |Abj7   |G7 C7 ||",3
266,267,230,208,117,Lee Konitz,Bop Goes to Leesel,,1,as,COOL,229.2,UP,SWING,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||,6
267,268,231,209,118,Lee Konitz,Crosscurrent,,1,as,COOL,255.8,UP,SWING,F-maj,4/4,"A1: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
A2: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
B1: ||Bb-7   |Aj7   |Ab-7   |Gj7   |Gbj7   |F7 D7 |G-7   |C7   ||
A3: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   |Fj7   ||",1
268,269,232,79,117,Lee Konitz,I'll Remember April,,1,as,COOL,211.2,UP,SWING,G-maj,4/4,"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G79b   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bb6   |A-7   |D7   |Gj7   |G6   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G   ||",3
269,270,233,210,119,Lee Konitz,Marshmallow,,1,as,COOL,298.6,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |C-7   |F7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |Dm7b5 G7 |C-7   |F+7   ||
A2: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||C#-7   |F#7   |Bj7   |Bj7   |B-7   |E7   |Aj7   |Aj7   |A-7   |D7   |Gj7   |Gj7   |G-7   |C7   |C-7   |F+7   ||
A3: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||",1
270,271,234,211,117,Lee Konitz,Mean to Me,,1,as,COOL,138.9,MEDIUM,SWING,Eb-maj,4/4,"B1: ||Abj7   |Bb7 Eb7 |Abj7   |Db7 C7 |F-7   |Db7 C7 |F7   |F-7 Bb7 ||
A3: ||Ebj7 Eo |F-7 Bb7 |Ebj7 Bb-7Eb7|Abj7 Db7 |G-7 C7 |F-7 Bb7 |Ebj7 C-7 |F-7 Bb7 ||",2
271,272,235,212,119,Lee Konitz,Tautology,,1,as,COOL,265.8,UP,SWING,F-maj,4/4,"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||",2
272,273,236,213,118,Lee Konitz,Wow,,1,as,COOL,173.7,MEDIUM UP,SWING,F-maj,4/4,"A1: ||G-7   |C7   |F6   |A- Abj7 |Gj7   |Gb-7   |F6   |F#o   ||
B1: ||G-7   |C7   |F6   |A-7 Abj7 |Gj7   |Gb-7   |Fj7   |Fj7   ||
I1: ||C-   ||",1
273,274,95,88,48,Lee Morgan,Blue Train,,1,tp,HARDBOP,133.6,MEDIUM,SWING,Eb-maj,4/4,"A1: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A2: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A3: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A4: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A5: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A6: ||A6   |A6   ||",1
274,275,237,214,120,Lee Morgan,Just One of Those Things,,1,tp,HARDBOP,318.7,UP,SWING,D-min,4/4,"A1: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bbm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |G-7   |Em7b5 A79# ||
A2: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |F-7   |Bb7   ||
B1: ||Ebj7   |Eo7   |F-7   |Bb7   |Ebj7   |Ebj7   |D-7   |G7   |Cj7   |A-7   |F#m7b5 Fj7 |F-7   |E-7   |F#o7   |G-7   |Em7b5 A79# ||
A3: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |A-7   |D7   |G-7   |C7   |Fj7   |Fj7   |Fj7   |Fj7   ||",2
275,276,180,163,90,Lee Morgan,The Sidewinder,,1,tp,HARDBOP,156.3,MEDIUM UP,LATIN,Eb-maj,4/4,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||,3
276,277,181,164,90,Lee Morgan,Totem Pole,,1,tp,POSTBOP,138.4,MEDIUM,SWING,Eb-min,4/4,"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||",2
277,278,39,39,16,Lester Young,After Theatre Jump,,1,ts,SWING,176.0,MEDIUM UP,SWING,Db-maj,4/4,"A1: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||",2
278,279,238,75,121,Lester Young,Body and Soul,,1,ts,SWING,79.2,SLOW,SWING,Db-maj,4/4,"A1: ||Eb- D7 |Fb-7 D7 |Dbj7 Eb-7 |F-7 Eo |Eb-7   |C-7 B7 |Bb-7 Eb-7Ab7|Dbj7 F-7Bb7||
A2: ||Eb- D7E7|Eb-7 D7Eb|Dbj7 Eb-7 |F-7 Eo |Eb-7 D7 |C-7 B7 |Bb-7 Eb-7Ab7|Db E-7A7||
B1: ||Dj7 E-7 |B-7 G-7 |F#-7 E-7 |Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb- D7 |Eb-7 Ab7 |Dbj7 Gb7 |F-7 Eo |Eo   |Ab7 Ao |Bb-7 Eb-7 |Db F-7Bb7||",1
279,280,239,215,122,Lester Young,D.B. Blues,,1,ts,SWING,151.1,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||
A2: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |Bb7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |G7   |C-7   |F7   |Bb7   ||
I1: ",1
280,281,40,40,123,Lester Young,Destination K.C.,,1,ts,SWING,246.0,UP,SWING,C-maj,4/4,"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||",2
281,282,41,41,124,Lester Young,Dickie's Dream,,1,ts,SWING,229.3,UP,SWING,C-min,4/4,"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||C-   ||",1
282,283,240,216,125,Lester Young,Lester Leaps In,,1,ts,SWING,251.4,UP,SWING,Bb-maj,4/4,"A1: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
A2: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||",2
283,284,120,111,123,Lester Young,Six Cats and a Prince,,1,ts,SWING,220.1,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||",2
284,285,11,11,5,Lionel Hampton,Avalon,,1,vib,SWING,241.0,UP,SWING,Eb-maj,4/4,"A1: ||Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   |Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   ||
B1: ||C7   |C7   |C7   |C7   |F-7   |F-7   |Ab-7   |Db7   |Eb6   |Eb6   |C7   |C7   |F-7   |B7   |Eb6   |Eb6   ||
I1: ||Ab7   ||",1
285,286,241,217,126,Lionel Hampton,Dinah,,1,vib,SWING,199.5,UP,SWING,Ab-maj,4/4,"A1: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
A2: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
B1: ||F-   |Ab+   |Ab   |F-6   |F-7 Ab+ |F-7 Bb7 |Bb-7   |Eb7   ||
A3: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||",2
286,287,242,218,126,Lionel Hampton,High Society,,1,vib,SWING,245.1,UP,SWING,Eb-maj,4/4,"A1: ||Eb   |Eb   |Eb   |Eb   |Eb   |Eb Ab |Eb   |Eb   |Bb7   |Bb7 D7 |Eb   |Eb   |F7   |F7   |Bb7   |Bb7   ||
B1: ||Eb   |Eb   |Eb   |Bb7   |Eb   |Eb Ab |Eb   |Eb7   |Ab   |Ao   |Eb   |C7   |F7   |Bb7   |Eb   |Eb   ||",1
287,288,243,219,126,Lionel Hampton,Memories of You,,1,vib,SWING,81.8,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Eb Eo7 |F-7 D7/F# |Eb6 C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb79||
A2: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 G7 ||
B1: ||C-7   |F-7   |C-7   |F79   |C-7   |F79   |G-7 Gb-7 |F-7 Bb7 ||
A3: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb7||",1
288,289,14,14,5,Lionel Hampton,Runnin' Wild,,1,vib,SWING,281.1,UP,SWING,Bb-maj,4/4,"A1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |Bb   |Bb   |F7   |C-6 D7 |G-   |Bb-6   |F   |C7   |F7   |F7   ||
B1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |D7   |D7 G7 |C7   |F7   |Bb   |Bb   |F7   |F7   |Bb   |Bb   ||",1
289,290,16,16,5,Lionel Hampton,Whispering,,1,vib,SWING,99.5,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |Eb   |Bb7   ||
A2: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |F-7 Bb7 |Eb   ||
I1: ||Eb   ||",1
290,291,244,220,127,Louis Armstrong,Basin Street Blues,,1,tp,TRADITIONAL,107.2,MEDIUM SLOW,TWOBEAT,Bb-maj,4/4,A1: ||Bb   |D7   |G7   |G7   |C7   |F7   |Bb Bbo |C-7 F7 ||,3
291,292,245,221,108,Louis Armstrong,Big Butter and Egg Man,,1,cor,TRADITIONAL,196.7,UP,TWOBEAT,G-maj,4/4,"A1: ||G   |G   |A7   |A7   |D7   |D7   |G   |G  D7||
A2: ||G   |Go   |A-   |D7   |D7   |D7   |G   |G   ||
B1: ||G7   |G7   |C   |C   |E7   |E7   |A7   |D7   ||
C1: ||G   |G   |A7   |A7   |A-7   |D7   |G   |G   ||
I1: ||G   |G   ||",1
292,293,246,222,108,Louis Armstrong,Cornet Chop Suey,,1,cor,TRADITIONAL,192.2,UP,TWOBEAT,F-maj,4/4,A1: ||F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F |F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F ||,1
293,294,207,185,108,Louis Armstrong,Got No Blues,,1,cor,TRADITIONAL,142.8,MEDIUM UP,TWOBEAT,F-maj,4/4,A1: ||F   |C   |F   |C   |F   |F   |C   |Bb   |F   |C   |F   |C   |F   |C   |F   |F   ||,2
294,295,226,204,108,Louis Armstrong,Gut Bucket Blues,,1,cor,TRADITIONAL,146.0,MEDIUM UP,TWOBEAT,C-maj,4/4,A1: ||C7   |F7   |C7   |C7   |F7   |F7   |C7   |C7   |G7   |F7   |C7   |G7   ||,1
295,296,210,188,108,Louis Armstrong,Muskrat Ramble,,1,cor,TRADITIONAL,183.7,UP,TWOBEAT,Ab-maj,4/4,"A1: ||Bb7   |Eb7   |Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab G7Gb7|F7   |Bb-   |Bb7 Eb7 |Ab   ||
I1: ||Bb7   ||",1
296,297,212,190,108,Louis Armstrong,Once in a While,,1,cor,TRADITIONAL,197.7,UP,TWOBEAT,F-maj,4/4,"A1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |D7   |G7   |G7   ||
A2: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |G7   |C   |C   |C   |C   |C   ||",1
297,298,227,205,108,Louis Armstrong,Savoy Blues,,1,cor,TRADITIONAL,129.3,MEDIUM,TWOBEAT,G-maj,4/4,A1: ||G   |C C#o |G/D   |G7   |C   |C   |G   |G   |D7   |D7   |G C7 |G D7 ||,2
298,299,247,223,128,Michael Brecker,Cabin Fever,,1,ts,POSTBOP,299.9,UP,SWING,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||,16
299,300,248,224,129,Michael Brecker,Confirmation,,1,ts,POSTBOP,208.9,UP,SWING,F-maj,4/4,"A1: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G7   |C7   ||
A2: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Eb-7   |Ab7   |Dbj7   |G-7 C7 ||
A3: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||",7
300,301,249,225,130,Michael Brecker,Delta City Blues,,1,ts,POSTBOP,281.7,UP,SWING,Bb-maj,4/4,A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |C-7   |C-7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   ||,4
301,302,250,226,131,Michael Brecker,I Mean You,,1,ts,POSTBOP,180.0,UP,SWING,F-maj,4/4,"A1: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |G-7 C7 ||
A2: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |F6   ||
B1: ||Eb7   |Eb7   |F6   |F6   |Db7   |Db7   |Gb7   |G-7 C7 ||
A3: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |F6   ||",2
302,303,251,227,132,Michael Brecker,Midnight Voyage,,1,ts,POSTBOP,125.6,MEDIUM,SWING,C-min,4/4,"A1: ||C-6   |Dm7b5 G7 |C-6   |Asus7 A7 |Absus7 Ab7 |G79#   |C-   |G79#   ||
A2: ||C-6   |Dm7b5 G7 |C-6   |Asus7 A7 |Eb-7 Ab7 |G7   |C-   |C79#   ||
B1: ||F-7   |G-7   |F-7   |A79#   |Absus7 Ab7 |G7   |C-   |C79#   |F-7   |G-7   |F-7   |A79#   |Eb-7 Ab7 |G7   |C-   |G79#   ||
A3: ||C-   |Dm7b5 G7 |C-7   |Asus7 A7 |Absus7 Ab7 |G7   |C-   |G7   ||",2
303,304,252,228,133,Michael Brecker,Naked Soul,,1,ts,POSTBOP,92.4,MEDIUM SLOW,SWING,,4/4,"A1: ||G-   |G-   |G7911#   |D79#11#   |F-7911   |E/G G |Csus7   |C79#   ||
B1: ||Fsus   |D79#11#   |Bbsus   |Gb/A   |C/Ab   |C7alt   |Fj7   |Ej79# D7alt ||
C1: ||G-79   |F7/G   |Gj7911#   |D79#11#   |Gb/F   |E/B G7alt |G-7   |A/C   ||
D1: ||Dbj7   |Eb6   |Db+/C A/B |Bj7/A#   |C/Ab   |Db79#11# C7alt |F-j7   |F-j7   ||",2
304,305,253,229,134,Michael Brecker,Never Alone,,1,ts,POSTBOP,48.8,SLOW,BALLAD,Ab,4/4,"A1: ||Ab   |Bb/Ab C/Ab |Gb/Bb Eb/G |C/Ab F-/Ab |Absus  Aj7911#/Ab|Ab79b13 Db-69/AbDb-69/Db|Gbsus7913 Eb-7911E-7911|Dbsus7913  G79#13|C-7911 G7913 |C-7911 G7913 |Eb-j7 Bb79# |Eb-j7 D+79# |G-7911 D+79# |G-7911 G+79# |C-7911 G7913 |C-7911 G7913 |Eb-j7 Bb79# |Eb-j7 D+79#  ||
I1: ||Ab    ||",1
305,306,254,230,135,Michael Brecker,Nothing Personal,,1,ts,POSTBOP,243.8,UP,SWING,G-min,4/4,A1: ||G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |C-7   |C-7   |C-7   |C-7   |G-7   |G-7   |G-7   |G-7   |Eb7   |Eb7   |D7   |D7   |G-7   |G-7   |G-7   |G-7   ||,5
306,307,255,231,136,Michael Brecker,Peep,,1,ts,POSTBOP,319.7,UP,SWING,,4/4,A1: ||Dbj7911#/C   |Dbj7911#/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |Ab79/C   |Ab79/C   |B/C   |Ab+j7/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |C-7911   |C-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |F/A   |F/A   |Bb-7911   |Bb-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |Gsus/A   |Gsus/A   |Bb-7911   |Bb-7911   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   ||,4
307,308,256,232,133,Michael Brecker,Song for Bilbao,,1,ts,POSTBOP,184.1,UP,SWING,C-maj,,"A1: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
A2: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
B1: ||A-7 Bbj7|G-7 Abj7|F-7 G-7|A-7 B-7||
A3: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||",2
308,309,163,147,81,Miles Davis,Agitation,,1,tp,POSTBOP,252.8,UP,SWING,,4/4,"A1: ||Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   ||
B1: ||Ab   |Db Ab |Ab Db |Ab   |Db Ab |Db   |Ab Db |Db Csus |Gsus   ||",5
309,310,257,233,137,Miles Davis,Airegin,,1,tp,HARDBOP,241.3,UP,SWING,Ab-maj,4/4,"A1: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B1: ||Dbj7   |D-7 G7 |Cj7   |C#-7 F#7 |Bj7   |C-7 F7 |Bbj7   |Bbj7   |Bb-7   |Eb7   |Abj7   |Gm7b5 C7 ||
A2: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B2: ||Dbj7   |Dm7b5 G7 |Cm7b5 Gb7 |F7 B7 |Bb-7   |Eb7   |Ab6   |Gm7b5 C7 ||",3
